mkt_unique_carrier,origin,dest,crs_dep_time,crs_arr_time,arr_delay,crs_elapsed_time,flights,distance,orig_weather_categ,dest_weather_categ,year,month,day,dep_time_of_day,arr_time_of_day,orig_region,dest_region
B6,SFO,JFK,2309,741,111.0,332.0,1.0,2586.0,cloudy,rain,2018,8,2,1,0,Pacific,Mid-Atlantic
AA,DFW,PHL,725,1135,2.0,190.0,1.0,1303.0,sunny,cloudy,2018,3,14,0,0,West-South Central,Mid-Atlantic
AA,DCA,PWM,1155,1328,-6.0,93.0,1.0,482.0,sunny,cloudy,2018,11,29,0,2,Mid-Atlantic,New England
WN,SAN,HOU,1350,1850,8.0,180.0,1.0,1313.0,sunny,rain,2019,1,3,2,3,Pacific,West-South Central
DL,ATL,GSP,1325,1420,-7.0,55.0,1.0,153.0,rain,rain,2018,2,26,2,2,South-Atlantic,South-Atlantic
UA,EWR,DEN,1105,1326,-7.0,261.0,1.0,1605.0,rain,sunny,2018,9,26,0,2,Mid-Atlantic,South-West
UA,ORD,PIT,1125,1354,5.0,89.0,1.0,413.0,sunny,sunny,2018,5,25,0,2,East-North Central,Mid-Atlantic
AA,PHL,CLE,2035,2212,-21.0,97.0,1.0,363.0,sunny,sunny,2018,5,25,3,1,Mid-Atlantic,East-North Central
DL,XNA,ATL,1845,2136,-16.0,111.0,1.0,589.0,sunny,sunny,2018,6,5,3,1,West-South Central,South-Atlantic
WN,DEN,BNA,1035,1405,3.0,150.0,1.0,1014.0,cloudy,cloudy,2018,2,12,0,2,South-West,East-South Central
WN,SAN,ATL,1450,2150,27.0,240.0,1.0,1892.0,sunny,rain,2018,12,30,2,1,Pacific,South-Atlantic
B6,MCO,BOS,1126,1421,-2.0,175.0,1.0,1121.0,sunny,cloudy,2019,5,23,0,2,South-Atlantic,New England
DL,LAS,SLC,1723,1945,-9.0,82.0,1.0,368.0,sunny,sunny,2019,7,25,3,3,South-West,South-West
UA,LAX,COS,2029,2355,-10.0,146.0,1.0,833.0,sunny,sunny,2018,10,19,3,1,Pacific,South-West
WN,BOS,BWI,840,1025,-25.0,105.0,1.0,369.0,sunny,cloudy,2019,11,30,0,0,New England,Mid-Atlantic
WN,SAT,DAL,1950,2055,-7.0,65.0,1.0,248.0,sunny,sunny,2018,5,25,3,3,West-South Central,West-South Central
AA,GSO,CLT,1957,2110,-19.0,73.0,1.0,83.0,rain,rain,2019,11,7,3,1,South-Atlantic,South-Atlantic
UA,DTW,IAD,1945,2111,128.0,86.0,1.0,383.0,cloudy,rain,2018,9,7,3,1,East-North Central,Mid-Atlantic
AA,LGA,ILM,2005,2157,-28.0,112.0,1.0,500.0,rain,rain,2019,4,13,3,1,Mid-Atlantic,South-Atlantic
UA,RDU,IAH,1125,1340,-38.0,195.0,1.0,1042.0,rain,sunny,2019,12,8,0,2,South-Atlantic,West-South Central
AA,DFW,SMF,1716,1911,1.0,235.0,1.0,1431.0,sunny,sunny,2019,12,17,3,3,West-South Central,Pacific
WN,MDW,BNA,600,720,2.0,80.0,1.0,395.0,rain,rain,2018,5,22,0,0,East-North Central,East-South Central
WN,MCI,SAN,1030,1145,-10.0,195.0,1.0,1334.0,sunny,sunny,2019,7,9,0,0,West-North Central,Pacific
DL,SLC,TUS,845,941,-21.0,116.0,1.0,601.0,sunny,sunny,2019,8,27,0,0,South-West,South-West
DL,SLC,EWR,1007,1630,23.0,263.0,1.0,1969.0,sunny,sunny,2019,10,10,0,2,South-West,Mid-Atlantic
DL,AVL,ATL,545,643,-11.0,58.0,1.0,164.0,rain,cloudy,2018,8,6,0,0,South-Atlantic,South-Atlantic
F9,DEN,BFM,1354,1738,11.0,164.0,1.0,1132.0,rain,rain,2019,8,14,2,3,South-West,East-South Central
UA,DEN,LAS,815,908,-8.0,113.0,1.0,628.0,sunny,sunny,2018,9,12,0,0,South-West,South-West
AA,DFW,LAW,908,1009,-9.0,61.0,1.0,140.0,sunny,cloudy,2019,8,8,0,0,West-South Central,West-South Central
WN,SMF,LAS,555,715,-5.0,80.0,1.0,397.0,sunny,sunny,2018,12,11,0,0,Pacific,South-West
WN,BNA,DCA,1600,1840,17.0,100.0,1.0,562.0,sunny,sunny,2018,9,30,2,3,East-South Central,Mid-Atlantic
AA,PHX,DCA,943,1557,-9.0,254.0,1.0,1979.0,cloudy,sunny,2019,12,23,0,2,South-West,Mid-Atlantic
AA,DFW,BOS,1049,1527,-7.0,218.0,1.0,1562.0,sunny,sunny,2019,1,27,0,2,West-South Central,New England
UA,SFO,FAT,2245,2344,0.0,59.0,1.0,158.0,rain,rain,2018,3,13,1,1,Pacific,Pacific
DL,SLC,SFO,1143,1253,93.0,130.0,1.0,599.0,cloudy,rain,2019,12,6,0,2,South-West,Pacific
AS,PDX,SMF,1120,1305,10.0,105.0,1.0,479.0,rain,sunny,2019,9,17,0,2,Pacific,Pacific
DL,BOS,DTW,1717,1937,-7.0,140.0,1.0,632.0,rain,rain,2019,4,14,3,3,New England,East-North Central
HA,JHM,HNL,1335,1411,2.0,36.0,1.0,84.0,no weather data,rain,2018,5,6,2,2,Pacific,Pacific
AS,FAI,SEA,1745,2225,-12.0,220.0,1.0,1533.0,cloudy,sunny,2019,3,10,3,1,Pacific,Pacific
DL,ATL,GSP,2005,2105,-8.0,60.0,1.0,153.0,sunny,sunny,2019,7,28,3,1,South-Atlantic,South-Atlantic
AA,ORD,CHO,2040,2333,-19.0,113.0,1.0,566.0,cloudy,rain,2019,11,18,3,1,East-North Central,Mid-Atlantic
AA,CLT,FWA,1954,2134,73.0,100.0,1.0,460.0,sunny,cloudy,2018,1,14,3,1,South-Atlantic,East-North Central
AA,ORD,BHM,1840,2033,-15.0,113.0,1.0,584.0,sunny,sunny,2019,3,6,3,3,East-North Central,East-South Central
DL,HSV,ATL,1240,1443,-14.0,63.0,1.0,151.0,sunny,sunny,2018,4,5,2,2,East-South Central,South-Atlantic
AA,PHL,SBY,1035,1152,-36.0,77.0,1.0,107.0,sunny,rain,2018,8,6,0,0,Mid-Atlantic,Mid-Atlantic
WN,MDW,BOS,700,1015,-11.0,135.0,1.0,861.0,cloudy,sunny,2019,1,11,0,0,East-North Central,New England
AS,BOI,SEA,1130,1210,0.0,100.0,1.0,399.0,sunny,sunny,2019,1,29,0,2,North-West,Pacific
AA,PHX,CLT,2259,601,-22.0,242.0,1.0,1773.0,sunny,rain,2018,8,20,1,0,South-West,South-Atlantic
WN,LAX,PDX,2000,2225,-20.0,145.0,1.0,834.0,sunny,cloudy,2019,1,3,3,1,Pacific,Pacific
AS,PDX,BUR,935,1145,2.0,130.0,1.0,817.0,sunny,sunny,2018,3,6,0,0,Pacific,Pacific
DL,SAN,MSP,1401,1942,7.0,221.0,1.0,1532.0,cloudy,rain,2019,7,28,2,3,Pacific,West-North Central
AA,DCA,CMH,1255,1417,-12.0,82.0,1.0,323.0,rain,rain,2019,6,17,2,2,Mid-Atlantic,East-North Central
AA,CLT,EWR,1630,1830,22.0,120.0,1.0,529.0,rain,snow,2019,3,1,2,3,South-Atlantic,Mid-Atlantic
WN,MKE,SFO,1155,1420,-10.0,265.0,1.0,1845.0,sunny,cloudy,2019,8,4,0,2,East-North Central,Pacific
UA,UIN,ORD,1730,1848,-22.0,78.0,1.0,222.0,rain,rain,2019,5,8,3,3,East-North Central,East-North Central
DL,MSN,ATL,1110,1419,-11.0,129.0,1.0,707.0,rain,cloudy,2018,2,20,0,2,East-North Central,South-Atlantic
AA,CLT,SAT,1607,1819,-4.0,192.0,1.0,1095.0,sunny,cloudy,2018,1,5,2,3,South-Atlantic,West-South Central
B6,BOS,PBI,1436,1800,57.0,204.0,1.0,1197.0,sunny,sunny,2019,11,26,2,3,New England,South-Atlantic
DL,SLC,ABQ,955,1135,135.0,100.0,1.0,493.0,snow,sunny,2018,3,4,0,0,South-West,South-West
AA,BDL,ORD,1921,2101,55.0,160.0,1.0,783.0,sunny,rain,2019,6,24,3,1,New England,East-North Central
G4,OMA,AZA,1153,1241,-31.0,168.0,1.0,1026.0,rain,cloudy,2018,7,14,0,2,West-North Central,South-West
B6,BDL,SJU,600,1048,-12.0,228.0,1.0,1666.0,cloudy,sunny,2018,12,14,0,0,New England,Offshore Territory
AA,RIC,PHL,836,950,-17.0,74.0,1.0,198.0,sunny,sunny,2018,5,1,0,0,Mid-Atlantic,Mid-Atlantic
WN,OAK,BUR,1545,1655,-7.0,70.0,1.0,325.0,sunny,sunny,2019,10,15,2,2,Pacific,Pacific
DL,BOS,ATL,1109,1404,32.0,175.0,1.0,946.0,rain,rain,2018,12,31,0,2,New England,South-Atlantic
AS,LAX,PDX,600,830,-4.0,150.0,1.0,834.0,sunny,cloudy,2019,2,17,0,0,Pacific,Pacific
DL,DAY,ATL,1850,2042,-23.0,112.0,1.0,432.0,cloudy,sunny,2019,1,11,3,3,East-North Central,South-Atlantic
F9,SLC,ATL,1439,2019,-11.0,220.0,1.0,1590.0,sunny,cloudy,2019,4,28,2,3,South-West,South-Atlantic
DL,IAH,DTW,1251,1644,-32.0,173.0,1.0,1075.0,cloudy,rain,2019,4,17,2,2,West-South Central,East-North Central
UA,IAH,LGA,1000,1430,-22.0,210.0,1.0,1416.0,sunny,sunny,2019,11,6,0,2,West-South Central,Mid-Atlantic
DL,ORD,MSP,644,815,-8.0,91.0,1.0,334.0,snow,sunny,2018,3,17,0,0,East-North Central,West-North Central
UA,CLE,EWR,1835,2020,0.0,105.0,1.0,404.0,rain,rain,2019,7,22,3,3,East-North Central,Mid-Atlantic
AS,EUG,SEA,945,1100,25.0,75.0,1.0,234.0,rain,snow & rain,2019,3,6,0,0,Pacific,Pacific
WN,MDW,MSP,1705,1840,-11.0,95.0,1.0,349.0,sunny,sunny,2019,7,30,3,3,East-North Central,West-North Central
WN,STL,OMA,1015,1130,-12.0,75.0,1.0,342.0,sunny,cloudy,2018,11,24,0,0,West-North Central,West-North Central
DL,DFW,DTW,725,1102,15.0,157.0,1.0,986.0,cloudy,sunny,2019,12,22,0,0,West-South Central,East-North Central
DL,SAT,ATL,1604,1933,-24.0,149.0,1.0,874.0,rain,sunny,2019,5,26,2,3,West-South Central,South-Atlantic
UA,BZN,DEN,1731,1915,-2.0,104.0,1.0,524.0,sunny,sunny,2018,8,29,3,3,North-West,South-West
AA,DFW,PIA,1246,1444,-9.0,118.0,1.0,672.0,rain,cloudy,2019,4,3,2,2,West-South Central,East-North Central
AA,DFW,XNA,1027,1140,112.0,73.0,1.0,280.0,sunny,rain,2019,9,26,0,0,West-South Central,West-South Central
DL,AGS,ATL,700,758,-8.0,58.0,1.0,143.0,sunny,sunny,2018,6,3,0,0,South-Atlantic,South-Atlantic
WN,ONT,MDW,620,1220,-35.0,240.0,1.0,1706.0,sunny,rain,2018,2,23,0,2,Pacific,East-North Central
WN,MCI,MCO,610,950,-9.0,160.0,1.0,1072.0,sunny,sunny,2018,5,9,0,0,West-North Central,South-Atlantic
AA,DFW,VPS,1045,1238,-10.0,113.0,1.0,641.0,sunny,cloudy,2019,1,8,0,2,West-South Central,South-Atlantic
AA,MHT,PHL,1015,1151,-26.0,96.0,1.0,289.0,rain,rain,2018,8,17,0,0,New England,Mid-Atlantic
UA,AUS,IAH,536,630,-10.0,54.0,1.0,140.0,cloudy,rain,2018,1,20,0,0,West-South Central,West-South Central
UA,MSY,ORD,1053,1320,10.0,147.0,1.0,836.0,rain,rain,2019,5,8,0,2,West-South Central,East-North Central
WN,HOU,DAL,2000,2105,-13.0,65.0,1.0,239.0,sunny,sunny,2018,1,29,3,1,West-South Central,West-South Central
AS,PSC,SEA,1659,1750,2.0,51.0,1.0,172.0,sunny,cloudy,2018,7,19,2,3,Pacific,Pacific
WN,SAN,LAS,1430,1545,0.0,75.0,1.0,258.0,cloudy,sunny,2019,3,9,2,2,Pacific,South-West
UA,OMA,ORD,1516,1655,-1.0,99.0,1.0,416.0,cloudy,cloudy,2018,11,28,2,2,West-North Central,East-North Central
WN,BWI,FLL,835,1125,-20.0,170.0,1.0,925.0,rain,cloudy,2018,2,19,0,0,Mid-Atlantic,South-Atlantic
AS,LAS,SEA,1735,2014,4.0,159.0,1.0,867.0,sunny,rain,2018,11,1,3,3,South-West,Pacific
DL,LAX,SEA,700,1001,-30.0,181.0,1.0,954.0,sunny,rain,2019,12,21,0,0,Pacific,Pacific
UA,DEN,IDA,1855,2049,-20.0,114.0,1.0,458.0,sunny,sunny,2019,12,19,3,3,South-West,North-West
DL,ATL,CLE,1848,2035,-19.0,107.0,1.0,554.0,rain,rain,2019,4,7,3,3,South-Atlantic,East-North Central
WN,MDW,BNA,1645,1805,12.0,80.0,1.0,395.0,rain,sunny,2019,5,8,2,3,East-North Central,East-South Central
UA,DTW,ORD,630,652,-26.0,82.0,1.0,235.0,cloudy,cloudy,2019,9,7,0,0,East-North Central,East-North Central
WN,MDW,GRR,2220,10,102.0,50.0,1.0,137.0,cloudy,sunny,2018,4,10,1,1,East-North Central,East-North Central
DL,MSP,BIS,1952,2130,6.0,98.0,1.0,386.0,rain,snow,2019,12,28,3,1,West-North Central,West-North Central
WN,BWI,RSW,1400,1640,164.0,160.0,1.0,919.0,sunny,sunny,2019,1,15,2,2,Mid-Atlantic,South-Atlantic
WN,PHX,DAL,1700,2120,9.0,140.0,1.0,879.0,sunny,sunny,2019,8,1,3,1,South-West,West-South Central
WN,ABQ,PHX,1645,1700,24.0,75.0,1.0,328.0,rain,sunny,2018,8,18,2,3,South-West,South-West
UA,IAH,PHX,1840,2032,-7.0,172.0,1.0,1009.0,sunny,sunny,2018,11,15,3,3,West-South Central,South-West
UA,SGF,ORD,620,814,-11.0,114.0,1.0,438.0,rain,cloudy,2019,1,18,0,0,West-North Central,East-North Central
WN,LAX,DEN,1745,2105,189.0,140.0,1.0,862.0,sunny,snow,2019,2,22,3,1,Pacific,South-West
AA,HPN,CLT,1855,2106,2.0,131.0,1.0,564.0,sunny,sunny,2019,10,14,3,1,Mid-Atlantic,South-Atlantic
AA,ORD,LAS,1355,1557,-18.0,242.0,1.0,1514.0,cloudy,sunny,2019,11,24,2,2,East-North Central,South-West
UA,IAH,MFE,1650,1809,18.0,79.0,1.0,316.0,rain,sunny,2018,7,12,2,3,West-South Central,West-South Central
AA,BWI,DFW,1530,1808,26.0,218.0,1.0,1217.0,sunny,sunny,2019,11,4,2,3,Mid-Atlantic,West-South Central
WN,FLL,HOU,2015,2205,6.0,170.0,1.0,957.0,cloudy,rain,2018,5,5,3,1,South-Atlantic,West-South Central
NK,ORD,DFW,1920,2156,-32.0,156.0,1.0,802.0,sunny,sunny,2018,1,13,3,1,East-North Central,West-South Central
WN,OAK,LAS,1650,1820,-6.0,90.0,1.0,407.0,sunny,sunny,2019,10,9,2,3,Pacific,South-West
WN,PDX,BWI,1355,2145,6.0,290.0,1.0,2358.0,sunny,sunny,2018,7,13,2,1,Pacific,Mid-Atlantic
WN,BNA,DTW,1655,1930,-10.0,95.0,1.0,456.0,sunny,cloudy,2019,8,16,2,3,East-South Central,East-North Central
AA,PHX,JFK,2259,546,0.0,287.0,1.0,2153.0,sunny,sunny,2018,1,25,1,0,South-West,Mid-Atlantic
WN,BWI,PIT,2230,2335,11.0,65.0,1.0,210.0,cloudy,sunny,2018,1,3,1,1,Mid-Atlantic,Mid-Atlantic
DL,LAX,MCO,2245,624,9.0,279.0,1.0,2218.0,sunny,cloudy,2019,2,17,1,0,Pacific,South-Atlantic
DL,MSP,STL,1730,1912,-4.0,102.0,1.0,448.0,sunny,cloudy,2018,2,6,3,3,West-North Central,West-North Central
AS,SLC,SEA,2035,2200,-20.0,145.0,1.0,689.0,sunny,cloudy,2019,11,6,3,1,South-West,Pacific
AS,GEG,SEA,1240,1402,16.0,82.0,1.0,224.0,sunny,cloudy,2018,12,25,2,2,Pacific,Pacific
WN,ATL,BWI,1410,1605,133.0,115.0,1.0,577.0,rain,sunny,2019,7,19,2,2,South-Atlantic,Mid-Atlantic
DL,ORD,DTW,1210,1439,-28.0,89.0,1.0,235.0,cloudy,sunny,2018,4,2,2,2,East-North Central,East-North Central
DL,TVC,DTW,1759,1914,-27.0,75.0,1.0,207.0,sunny,sunny,2019,10,8,3,3,East-North Central,East-North Central
WN,SAT,LAX,2055,2210,21.0,195.0,1.0,1211.0,sunny,cloudy,2019,6,7,3,1,West-South Central,Pacific
DL,DCA,ATL,1500,1658,14.0,118.0,1.0,547.0,rain,rain,2019,5,12,2,2,Mid-Atlantic,South-Atlantic
G4,LAS,BLI,835,1119,-2.0,164.0,1.0,954.0,sunny,rain,2018,2,5,0,0,South-West,Pacific
DL,ATL,CHS,1908,2020,-14.0,72.0,1.0,259.0,cloudy,cloudy,2019,1,18,3,3,South-Atlantic,South-Atlantic
DL,EUG,SLC,1315,1607,1.0,112.0,1.0,618.0,snow & rain,cloudy,2018,2,21,2,2,Pacific,South-West
AA,ORD,SAT,950,1259,82.0,189.0,1.0,1041.0,cloudy,rain,2019,1,2,0,2,East-North Central,West-South Central
WN,TUL,PHX,1140,1210,-21.0,150.0,1.0,935.0,sunny,rain,2018,7,21,0,2,West-South Central,South-West
DL,SUN,LAX,1135,1259,-25.0,144.0,1.0,696.0,sunny,sunny,2019,3,16,0,2,North-West,Pacific
UA,IAD,PDX,1715,2004,-7.0,349.0,1.0,2327.0,cloudy,rain,2019,4,6,3,3,Mid-Atlantic,Pacific
WN,SNA,HOU,840,1340,-15.0,180.0,1.0,1357.0,rain,rain,2018,11,30,0,2,Pacific,West-South Central
UA,SFO,EWR,1355,2235,7.0,340.0,1.0,2565.0,sunny,sunny,2018,6,29,2,1,Pacific,Mid-Atlantic
DL,MSN,DTW,1200,1419,-22.0,79.0,1.0,311.0,sunny,sunny,2018,5,27,2,2,East-North Central,East-North Central
DL,DTW,DAY,1210,1311,8.0,61.0,1.0,166.0,rain,sunny,2018,9,20,2,2,East-North Central,East-North Central
UA,ORD,MTJ,1045,1243,-7.0,178.0,1.0,1081.0,sunny,sunny,2019,9,14,0,2,East-North Central,South-West
DL,ATL,LFT,2052,2145,45.0,113.0,1.0,503.0,rain,rain,2019,1,3,3,1,South-Atlantic,West-South Central
DL,ATL,RIC,1745,1915,-1.0,90.0,1.0,481.0,rain,rain,2018,5,16,3,3,South-Atlantic,Mid-Atlantic
DL,ATL,FLL,1000,1155,40.0,115.0,1.0,581.0,sunny,rain,2018,1,2,0,0,South-Atlantic,South-Atlantic
DL,BOS,MCI,605,849,17.0,224.0,1.0,1256.0,cloudy,rain,2018,5,3,0,0,New England,West-North Central
UA,BOS,SFO,2045,10,-1.0,385.0,1.0,2704.0,cloudy,cloudy,2019,8,22,3,1,New England,Pacific
AS,LAX,PDX,2140,3,14.0,143.0,1.0,834.0,sunny,rain,2018,2,16,1,1,Pacific,Pacific
AA,LSE,ORD,1148,1305,19.0,77.0,1.0,215.0,cloudy,sunny,2019,11,2,0,2,East-North Central,East-North Central
B6,FLL,LGA,2016,2258,0.0,162.0,1.0,1076.0,sunny,cloudy,2018,11,28,3,1,South-Atlantic,Mid-Atlantic
DL,DTW,PIA,2010,2033,-3.0,83.0,1.0,346.0,sunny,rain,2018,9,8,3,3,East-North Central,East-North Central
UA,FNT,ORD,1650,1710,-9.0,80.0,1.0,223.0,cloudy,rain,2019,11,26,2,3,East-North Central,East-North Central
DL,MSP,BDL,2020,2357,-18.0,157.0,1.0,1050.0,sunny,sunny,2019,12,23,3,1,West-North Central,New England
B6,LAS,JFK,1109,1913,-1.0,304.0,1.0,2248.0,sunny,sunny,2018,8,24,0,3,South-West,Mid-Atlantic
DL,ATL,CHO,2121,2302,-10.0,101.0,1.0,457.0,sunny,cloudy,2019,9,18,1,1,South-Atlantic,Mid-Atlantic
AA,DCA,CLT,530,700,-14.0,90.0,1.0,331.0,cloudy,cloudy,2019,2,8,0,0,Mid-Atlantic,South-Atlantic
B6,LGB,SJC,1700,1817,-5.0,77.0,1.0,324.0,sunny,rain,2019,1,20,3,3,Pacific,Pacific
UA,LAX,RDM,1610,1829,-10.0,139.0,1.0,726.0,sunny,sunny,2019,4,26,2,3,Pacific,Pacific
F9,LAS,SLC,1804,2030,-6.0,86.0,1.0,368.0,sunny,sunny,2019,1,26,3,3,South-West,South-West
DL,SLC,DTW,725,1303,80.0,218.0,1.0,1481.0,rain,snow,2018,4,6,0,2,South-West,East-North Central
UA,BOS,ORD,940,1136,-15.0,176.0,1.0,867.0,sunny,cloudy,2019,2,3,0,0,New England,East-North Central
B6,SJU,MCO,1532,1843,295.0,191.0,1.0,1189.0,cloudy,rain,2018,3,31,2,3,Offshore Territory,South-Atlantic
UA,DEN,TUL,1053,1337,-7.0,104.0,1.0,541.0,rain,sunny,2019,6,13,0,2,South-West,West-South Central
AA,LAX,IAH,820,1345,14.0,205.0,1.0,1379.0,sunny,rain,2018,2,21,0,2,Pacific,West-South Central
G4,SFB,BMI,720,854,-10.0,154.0,1.0,917.0,sunny,cloudy,2018,3,8,0,0,South-Atlantic,East-North Central
AA,STL,ORD,721,849,-26.0,88.0,1.0,258.0,sunny,sunny,2018,7,25,0,0,West-North Central,East-North Central
F9,AUS,OMA,1224,1429,11.0,125.0,1.0,772.0,rain,rain,2018,10,8,2,2,West-South Central,West-North Central
AA,ATL,LGA,1151,1420,-19.0,149.0,1.0,762.0,sunny,rain,2018,7,28,0,2,South-Atlantic,Mid-Atlantic
NK,DTW,MYR,1122,1315,-14.0,113.0,1.0,636.0,cloudy,sunny,2019,9,23,0,2,East-North Central,South-Atlantic
WN,ORF,BWI,600,700,-8.0,60.0,1.0,159.0,rain,rain,2019,12,10,0,0,Mid-Atlantic,Mid-Atlantic
AA,DCA,MIA,1353,1645,1.0,172.0,1.0,919.0,sunny,rain,2019,12,28,2,2,Mid-Atlantic,South-Atlantic
UA,OGG,SFO,1457,2250,-8.0,293.0,1.0,2338.0,no weather data,sunny,2019,9,9,2,1,Pacific,Pacific
WN,DAL,SAT,1855,2000,-7.0,65.0,1.0,247.0,sunny,rain,2019,6,25,3,3,West-South Central,West-South Central
DL,DTW,CMH,820,924,-4.0,64.0,1.0,155.0,cloudy,cloudy,2018,4,21,0,0,East-North Central,East-North Central
UA,TYS,EWR,715,917,-8.0,122.0,1.0,631.0,sunny,cloudy,2019,8,15,0,0,East-South Central,Mid-Atlantic
AA,OGG,LAX,2200,619,-39.0,319.0,1.0,2486.0,no weather data,sunny,2018,9,29,1,0,Pacific,Pacific
NK,SJU,MCO,2215,110,0.0,175.0,1.0,1189.0,rain,rain,2019,9,1,1,1,Offshore Territory,South-Atlantic
DL,LAS,MSP,1137,1641,-8.0,184.0,1.0,1299.0,rain,sunny,2019,12,23,0,2,South-West,West-North Central
DL,DTW,IAD,2032,2159,18.0,87.0,1.0,383.0,sunny,cloudy,2018,3,12,3,1,East-North Central,Mid-Atlantic
AA,LEX,DFW,600,720,-32.0,140.0,1.0,785.0,sunny,sunny,2018,7,3,0,0,East-South Central,West-South Central
DL,CLT,CVG,1955,2121,25.0,86.0,1.0,335.0,sunny,sunny,2019,9,11,3,1,South-Atlantic,East-North Central
AA,CLT,GSO,1439,1528,17.0,49.0,1.0,83.0,rain,rain,2019,1,4,2,2,South-Atlantic,South-Atlantic
AS,FAT,SAN,835,953,-8.0,78.0,1.0,314.0,sunny,cloudy,2019,12,5,0,0,Pacific,Pacific
WN,LAX,PHX,825,955,2.0,90.0,1.0,370.0,sunny,sunny,2019,8,8,0,0,Pacific,South-West
AA,JFK,PHX,1310,1702,13.0,352.0,1.0,2153.0,rain,sunny,2018,2,22,2,3,Mid-Atlantic,South-West
UA,BOS,DEN,747,1017,3.0,270.0,1.0,1754.0,sunny,rain,2018,8,7,0,0,New England,South-West
WN,MCI,DEN,640,725,-13.0,105.0,1.0,533.0,rain,sunny,2019,8,3,0,0,West-North Central,South-West
WN,BWI,MDW,1715,1820,-16.0,125.0,1.0,611.0,sunny,snow,2018,3,17,3,3,Mid-Atlantic,East-North Central
UA,ORD,LGA,600,909,1.0,129.0,1.0,733.0,cloudy,sunny,2019,5,20,0,0,East-North Central,Mid-Atlantic
AA,ORD,DCA,652,944,-11.0,112.0,1.0,612.0,cloudy,sunny,2019,1,10,0,0,East-North Central,Mid-Atlantic
AA,SWO,DFW,1423,1529,-16.0,66.0,1.0,225.0,sunny,sunny,2018,10,27,2,2,West-South Central,West-South Central
WN,SFO,DEN,1250,1625,96.0,155.0,1.0,967.0,cloudy,sunny,2018,10,25,2,2,Pacific,South-West
UA,SFO,RNO,2308,15,-10.0,67.0,1.0,192.0,cloudy,sunny,2018,4,28,1,1,Pacific,South-West
DL,MSP,SMF,1800,1953,33.0,233.0,1.0,1517.0,cloudy,sunny,2019,5,6,3,3,West-North Central,Pacific
WN,ALB,MDW,600,720,-28.0,140.0,1.0,717.0,sunny,sunny,2019,10,9,0,0,Mid-Atlantic,East-North Central
AA,ORD,IND,1850,2053,3.0,63.0,1.0,177.0,sunny,sunny,2018,6,14,3,3,East-North Central,East-North Central
AA,TUS,PHX,749,905,-19.0,76.0,1.0,110.0,sunny,sunny,2018,2,7,0,0,South-West,South-West
UA,RDU,EWR,2010,2157,33.0,107.0,1.0,416.0,sunny,sunny,2018,12,6,3,1,South-Atlantic,Mid-Atlantic
AA,PHL,BWI,1510,1605,-17.0,55.0,1.0,90.0,rain,rain,2018,3,1,2,2,Mid-Atlantic,Mid-Atlantic
DL,MSP,GFK,1320,1439,-20.0,79.0,1.0,284.0,sunny,sunny,2018,4,25,2,2,West-North Central,West-North Central
AA,DFW,MSY,905,1038,-21.0,93.0,1.0,447.0,sunny,sunny,2018,3,22,0,0,West-South Central,West-South Central
WN,DEN,CLE,1750,2245,-23.0,175.0,1.0,1201.0,sunny,rain,2019,5,3,3,1,South-West,East-North Central
WN,DCA,MCI,920,1105,-38.0,165.0,1.0,949.0,sunny,sunny,2019,7,1,0,0,Mid-Atlantic,West-North Central
WN,ATL,DAL,705,825,-21.0,140.0,1.0,721.0,cloudy,sunny,2019,1,20,0,0,South-Atlantic,West-South Central
NK,ORD,MYR,800,1100,6.0,120.0,1.0,753.0,rain,rain,2018,7,5,0,0,East-North Central,South-Atlantic
DL,LGA,IAH,900,1213,-13.0,253.0,1.0,1416.0,sunny,sunny,2019,11,6,0,2,Mid-Atlantic,West-South Central
F9,LAS,TPA,2059,423,-21.0,264.0,1.0,1984.0,sunny,rain,2019,5,4,3,1,South-West,South-Atlantic
AS,SEA,SMF,1140,1340,23.0,120.0,1.0,605.0,rain,sunny,2018,9,15,0,2,Pacific,Pacific
UA,VPS,IAH,1850,2052,-25.0,122.0,1.0,528.0,rain,sunny,2018,6,5,3,3,South-Atlantic,West-South Central
AS,MFR,SEA,830,1000,47.0,90.0,1.0,352.0,sunny,cloudy,2019,10,24,0,0,Pacific,Pacific
DL,PIT,DTW,1950,2059,-14.0,69.0,1.0,201.0,sunny,rain,2019,2,4,3,3,Mid-Atlantic,East-North Central
AA,MEM,ORD,1224,1412,37.0,108.0,1.0,491.0,sunny,rain,2019,9,13,2,2,East-South Central,East-North Central
DL,IAD,JFK,600,725,5.0,85.0,1.0,228.0,rain,rain,2018,4,4,0,0,Mid-Atlantic,Mid-Atlantic
DL,IND,ATL,705,839,-17.0,94.0,1.0,432.0,sunny,sunny,2019,9,12,0,0,East-North Central,South-Atlantic
AA,BOS,DCA,1400,1540,0.0,100.0,1.0,399.0,rain,rain,2018,4,4,2,2,New England,Mid-Atlantic
AS,SEA,SAN,620,859,10.0,159.0,1.0,1050.0,sunny,cloudy,2018,7,28,0,0,Pacific,Pacific
AA,GRR,ORD,1101,1104,-15.0,63.0,1.0,137.0,snow & rain,rain,2019,4,11,0,0,East-North Central,East-North Central
AA,ATL,DCA,900,1053,-9.0,113.0,1.0,547.0,sunny,cloudy,2019,1,9,0,0,South-Atlantic,Mid-Atlantic
